id,name,racing_chair,day_chair,off_road_chair,handbike,frame_runner,walking_frame,crutches,walking_stick
2408,Chichibu Muse Park parkrun,35,30,45,25,40,20,45,60
2062,Chilton Fields parkrun,0,0,90,0,15,0,35,40
2834,Chippenham Playing Fields junior parkrun,0,0,50,0,0,0,0,5
2270,"Chippenham Playing Fields parkrun, Monmouth",0,5,70,10,30,0,50,55
1059,Chippenham junior parkrun,0,0,45,10,10,0,5,15
403,Chippenham parkrun,0,0,75,10,15,0,35,40
1904,Chipping Norton School parkrun,0,0,70,0,0,0,10,15
904,Chipping Norton parkrun,50,55,80,50,80,50,75,80
554,Chipping Sodbury parkrun,0,5,75,0,40,0,60,60
2156,Chopwell Wood parkrun,0,0,60,0,0,0,10,25
2817,Christchurch Park parkrun,30,40,80,40,80,40,65,65
2787,Christie parkrun,55,45,65,45,75,30,60,70
1156,Christies Beach parkrun,0,0,5,0,0,0,0,20
2116,Chuo koen parkrun,35,30,45,25,40,35,50,60
1991,Church Mead parkrun,0,0,15,0,0,0,0,0
1636,"Churchill Gardens junior parkrun, Salisbury",20,30,60,25,45,35,40,40
1772,Churchill Parkway parkrun,0,15,80,20,40,0,50,60
1069,Churchill parkrun,0,0,30,0,0,0,0,10
1362,Cirencester parkrun,0,0,75,0,10,0,20,30
2238,"City Park parkrun, Iowa",30,35,65,30,60,30,50,60
439,"Citypark parkrun, Craigavon",20,20,55,20,50,20,35,45
586,Clacton Seafront parkrun,40,40,70,40,65,35,55,55
1418,Clacton junior parkrun,0,0,40,0,5,0,5,15
551,Clair parkrun,20,25,75,40,60,5,50,50
448,Claisebrook Cove parkrun,25,35,75,30,55,25,45,55
1402,Clapham Common parkrun,0,0,55,0,15,0,20,30
632,Clare Castle parkrun,0,0,55,0,0,0,10,20
911,Clare Valley parkrun,0,0,30,0,0,0,0,0
1217,Claremorris parkrun,15,25,60,25,35,10,45,55
2490,Clarence parkrun,0,0,65,0,0,0,5,10
1677,Clarens parkrun,0,0,50,0,0,0,0,15
845,Clarisford parkrun,0,5,65,10,35,0,35,40
2452,Clashduv junior parkrun,0,0,25,0,15,5,15,20
735,Cleethorpes parkrun,5,10,65,20,15,0,5,15
1263,Cleland parkrun,0,0,0,0,0,0,0,0
485,Clermont Waterfront parkrun,0,0,15,0,0,0,0,15
1825,Clevedon Salthouse Fields parkrun,35,45,80,45,85,50,70,65
2358,Clevedon Seafront junior parkrun,0,0,25,0,0,0,0,0
576,Cleveland parkrun,0,0,75,5,15,0,15,25
2560,Cleveragh junior parkrun,30,30,45,20,50,45,45,45
1502,Cliff Park junior parkrun,0,0,25,0,10,0,10,25
1555,Cliffe Castle parkrun,5,10,45,10,30,0,25,35
1334,Clifton parkrun,0,0,70,0,0,0,5,15
248,Clitheroe Castle junior parkrun,25,25,45,15,45,35,40,45
1474,Clitheroe Castle parkrun,0,0,70,10,30,0,35,40
428,Clonakilty parkrun,80,65,90,80,100,65,80,80
1729,Clonbur Woods parkrun,0,10,65,10,35,0,45,55
1306,Cloncurry parkrun,0,0,30,0,0,0,0,0
1237,Clonmel parkrun,60,60,75,50,90,65,80,85
1890,Clough Hall junior parkrun,0,0,0,0,5,0,20,30
1265,Clover Point parkrun,25,40,90,40,70,20,80,85
591,Clumber Park parkrun,0,0,30,0,0,0,0,0
2649,Coal Creek Trail parkrun,55,70,100,60,100,65,100,100
1467,Cobar parkrun,0,10,80,15,30,0,40,50
2215,Cobb Gate junior parkrun,0,0,0,0,0,0,0,0
1478,Cobh junior parkrun,0,0,0,0,0,0,0,0
1126,Cobram parkrun,0,0,35,0,0,0,0,0
865,Coburg parkrun,0,0,60,0,0,0,5,20
2806,Cockermouth Greenway junior parkrun,0,0,25,0,0,0,0,0
2695,Cockermouth Greenway parkrun,70,75,90,70,100,85,95,90
1927,Coed Cefn-pwll-du parkrun,0,0,60,0,10,0,10,25
696,Coffs Harbour parkrun,0,0,25,0,0,0,15,35
1189,Cohuna parkrun,65,75,95,70,100,85,100,95
782,Colby parkrun,0,0,0,0,0,0,0,0
272,Colchester Castle parkrun,40,45,60,35,70,55,55,55
1047,Colchester junior parkrun,60,50,65,40,90,85,65,65
1832,Coldham’s Common junior parkrun,0,0,35,0,0,0,5,10
1581,Coldham’s Common parkrun,0,0,60,5,30,0,20,20
2289,Coler Mountain Bike Preserve parkrun,15,25,85,35,60,10,55,60
1013,Colin Glen parkrun,100,100,100,100,100,100,100,100
454,College Park parkrun,0,0,80,5,15,0,20,30
1707,Collett Park junior parkrun,20,20,45,10,40,25,35,45
1797,Collie River Trail parkrun,30,40,70,35,60,40,60,60
388,Colney Lane parkrun,0,0,80,0,5,0,30,40
152,Colwick parkrun,0,20,75,20,45,0,50,55
291,Comber junior parkrun,25,25,45,15,45,35,40,45
769,Comber parkrun,10,25,65,25,35,5,50,60
2257,Community Park junior parkrun,0,0,45,0,0,0,5,15
2822,Como Park parkrun,95,95,100,85,100,100,100,100
1917,Con Smith parkrun,30,40,70,40,60,35,55,55
